diameter,height,shucked_weight,shell_weight,rings,sex_F,sex_M
0.29,0.09,0.089,0.075,7,0,0
0.28,0.085,0.1095,0.062,6,0,0
0.29,0.095,0.096,0.061,5,0,0
0.29,0.085,0.118,0.0695,7,0,0
0.275,0.09,0.093,0.0755,6,0,0
0.275,0.095,0.11,0.0775,6,0,0
0.28,0.08,0.0825,0.065,8,0,0
0.27,0.085,0.0945,0.07,7,0,0
0.275,0.11,0.11,0.0755,6,0,0
0.27,0.08,0.0865,0.07,8,0,0
0.29,0.09,0.111,0.0745,9,0,0
0.28,0.085,0.097,0.067,8,0,0
0.3,0.095,0.152,0.0735,7,0,0
0.28,0.09,0.1025,0.0655,5,0,0
0.3,0.095,0.1665,0.089,7,0,0
0.305,0.105,0.1135,0.0945,8,0,0
0.295,0.095,0.115,0.085,8,0,0
0.27,0.1,0.1445,0.082,5,0,0
0.29,0.1,0.1205,0.0765,5,0,0
0.285,0.09,0.1265,0.075,6,0,0
0.335,0.11,0.157,0.17,7,0,0
0.305,0.09,0.168,0.082,6,0,0
0.325,0.11,0.173,0.1,7,0,0
0.32,0.1,0.126,0.106,7,0,0
0.31,0.09,0.1385,0.08,7,0,0
0.34,0.0,0.2065,0.115,8,0,0
0.315,0.095,0.175,0.1045,8,0,0
0.315,0.11,0.1615,0.12,7,0,0
0.34,0.12,0.2115,0.12,9,0,0
0.33,0.105,0.208,0.12,9,0,0
0.345,0.105,0.164,0.126,8,0,0
0.365,0.115,0.184,0.1245,8,1,0
0.33,0.1,0.358,0.11,8,0,0
0.36,0.105,0.2225,0.11,7,0,0
0.35,0.105,0.1575,0.114,9,0,0
0.365,0.125,0.206,0.141,8,1,0
0.34,0.11,0.1425,0.113,11,0,0
0.365,0.1,0.175,0.135,8,0,0
0.355,0.18,0.2055,0.1505,8,0,0
0.355,0.12,0.167,0.115,8,0,0
0.355,0.1,0.2535,0.14,8,0,0
0.38,0.12,0.1785,0.1505,8,0,0
0.36,0.11,0.211,0.15,8,0,0
0.37,0.125,0.244,0.165,9,0,0
0.355,0.115,0.2065,0.132,8,0,0
0.365,0.1,0.2205,0.135,8,0,0
0.355,0.12,0.214,0.1495,8,0,0
0.38,0.13,0.2185,0.16,7,0,0
0.395,0.12,0.224,0.167,8,0,1
0.38,0.135,0.2945,0.1565,9,0,0
0.42,0.135,0.302,0.2065,9,0,1
0.375,0.145,0.239,0.185,9,0,0
0.41,0.14,0.2585,0.196,9,0,0
0.375,0.125,0.259,0.157,7,0,0
0.395,0.14,0.2925,0.195,9,0,0
0.405,0.13,0.3015,0.18,8,0,0
0.38,0.12,0.2595,0.18,7,0,0
0.395,0.105,0.248,0.171,8,0,0
0.38,0.12,0.3265,0.16,7,0,0
0.42,0.135,0.337,0.205,13,0,0
0.4,0.135,0.32,0.175,9,0,0
0.4,0.13,0.233,0.18,10,0,0
0.395,0.125,0.3005,0.1905,9,0,0
0.4,0.125,0.369,0.164,9,0,0
0.42,0.155,0.428,0.2045,9,0,1
0.415,0.13,0.3905,0.167,9,0,0
0.42,0.155,0.4725,0.192,10,0,0
0.415,0.11,0.2525,0.189,9,0,0
0.425,0.13,0.419,0.21,9,0,0
0.4,0.135,0.2895,0.154,9,0,0
0.415,0.15,0.3595,0.225,8,0,0
0.41,0.13,0.335,0.2075,9,1,0
0.435,0.15,0.3475,0.194,9,0,1
0.42,0.145,0.4315,0.2175,10,1,0
0.42,0.14,0.3205,0.229,9,0,0
0.435,0.135,0.372,0.227,8,0,0
0.445,0.15,0.3535,0.207,9,1,0
0.43,0.15,0.302,0.2545,10,0,0
0.405,0.135,0.27,0.185,8,0,0
0.43,0.145,0.3745,0.223,11,0,0
0.405,0.125,0.2965,0.2,9,1,0
0.43,0.15,0.413,0.248,9,0,1
0.435,0.14,0.3285,0.2325,10,0,0
0.425,0.135,0.3325,0.215,9,0,0
0.44,0.14,0.407,0.255,9,0,1
0.43,0.155,0.3135,0.28,10,0,0
0.43,0.14,0.341,0.23,9,0,0
0.425,0.145,0.3485,0.225,9,0,0
0.425,0.135,0.3715,0.236,9,0,0
0.425,0.145,0.3095,0.2165,9,0,0
0.445,0.155,0.5565,0.2695,10,1,0
0.455,0.145,0.547,0.235,9,0,0
0.44,0.175,0.414,0.21,11,0,0
0.45,0.145,0.4215,0.225,8,1,0
0.445,0.15,0.3635,0.219,8,0,1
0.39,0.125,0.352,0.1685,11,0,1
0.45,0.145,0.2825,0.2215,10,0,0
0.45,0.135,0.3815,0.245,8,0,0
0.46,0.135,0.397,0.2655,9,1,0
0.435,0.17,0.382,0.2705,10,0,1
0.44,0.13,0.347,0.202,10,0,0
0.435,0.125,0.383,0.275,9,0,1
0.42,0.135,0.461,0.2125,10,1,0
0.48,0.165,0.511,0.306,9,1,0
0.46,0.155,0.4415,0.22,10,0,1
0.46,0.155,0.6715,0.2955,10,0,1
0.455,0.135,0.405,0.204,10,0,1
0.445,0.15,0.4,0.253,8,1,0
0.465,0.155,0.4555,0.235,9,0,1
0.49,0.185,0.522,0.335,10,0,1
0.475,0.16,0.48,0.285,10,0,0
0.46,0.165,0.5825,0.274,10,0,1
0.47,0.165,0.8,0.295,10,0,1
0.475,0.15,0.5315,0.2885,10,0,1
0.45,0.18,0.336,0.237,8,0,1
0.445,0.135,0.328,0.23,9,0,0
0.47,0.18,0.5985,0.31,9,0,1
0.455,0.155,0.388,0.275,10,0,1
0.465,0.15,0.4115,0.2255,10,1,0
0.465,0.155,0.4645,0.305,12,1,0
0.475,0.17,0.508,0.309,10,0,1
0.48,0.155,0.451,0.325,11,0,1
0.475,0.15,0.565,0.27,10,0,0
0.465,0.155,0.4755,0.28,11,1,0
0.455,0.145,0.419,0.269,10,1,0
0.46,0.155,0.4455,0.295,11,0,1
0.485,0.15,0.6315,0.33,11,0,0
0.49,0.14,0.419,0.315,10,0,1
0.435,0.13,0.432,0.26,11,0,0
0.475,0.175,0.463,0.335,9,1,0
0.47,0.16,0.5405,0.275,12,1,0
0.45,0.15,0.407,0.25,10,0,1
0.48,0.165,0.6345,0.305,12,0,1
0.475,0.17,0.435,0.3035,10,0,1
0.465,0.15,0.4495,0.286,9,0,0
0.48,0.17,0.4565,0.347,10,0,1
0.46,0.16,0.494,0.275,10,0,1
0.475,0.155,0.4475,0.2895,10,1,0
0.47,0.165,0.4465,0.34,10,0,1
0.5,0.17,0.4845,0.295,10,0,1
0.475,0.165,0.4905,0.3035,12,1,0
0.475,0.17,0.4795,0.3,10,0,1
0.48,0.175,0.446,0.3,9,0,1
0.475,0.155,0.484,0.355,10,1,0
0.51,0.175,0.5715,0.39,10,0,1
0.495,0.18,0.5765,0.355,12,0,1
0.5,0.15,0.596,0.354,10,1,0
0.475,0.16,0.463,0.33,10,1,0
0.455,0.17,0.4955,0.315,9,0,1
0.505,0.175,0.5475,0.3045,11,1,0
0.515,0.16,0.5715,0.321,9,1,0
0.48,0.155,0.5865,0.3185,12,1,0
0.485,0.17,0.5945,0.345,9,1,0
0.505,0.18,0.6025,0.315,11,0,0
0.485,0.145,0.5065,0.3365,12,0,1
0.475,0.145,0.5165,0.28,10,0,0
0.495,0.16,0.497,0.315,12,0,1
0.49,0.16,0.534,0.3455,10,0,1
0.5,0.165,0.705,0.39,9,1,0
0.495,0.175,0.707,0.323,9,1,0
0.475,0.17,0.5205,0.3665,10,0,1
0.51,0.155,0.405,0.31,10,0,1
0.565,0.23,0.644,0.406,15,0,1
0.525,0.18,0.4865,0.4075,10,0,1
0.51,0.16,0.556,0.345,11,0,1
0.5,0.195,0.6165,0.3725,10,0,1
0.525,0.16,0.7455,0.4325,11,0,1
0.505,0.165,0.4785,0.349,11,1,0
0.59,0.22,0.77,0.435,11,1,0
0.525,0.175,0.6865,0.405,11,0,1
0.51,0.19,0.7155,0.375,9,0,1
0.51,0.17,0.7245,0.391,10,1,0
0.525,0.19,0.564,0.3985,10,1,0
0.535,0.205,0.7305,0.46,13,0,1
0.52,0.19,0.6,0.383,10,1,0
0.49,0.175,0.6395,0.365,10,0,1
0.495,0.21,0.724,0.3925,10,1,0
0.515,0.17,0.615,0.3575,10,1,0
0.53,0.18,0.6345,0.435,10,1,0
0.53,0.225,0.63,0.3725,11,1,0
0.505,0.175,0.4375,0.3745,10,1,0
0.545,0.185,0.876,0.469,13,0,1
0.545,0.205,0.8145,0.461,9,0,1
0.565,0.19,0.7465,0.4975,11,1,0
0.545,0.13,0.6725,0.195,12,1,0
0.565,0.515,1.1075,0.512,10,0,1
0.555,0.215,1.0465,0.528,11,0,1
0.57,0.18,0.96,0.43,12,1,0
0.55,0.17,0.743,0.45,11,1,0
0.575,0.17,0.913,0.51,13,1,0
0.575,0.215,0.9515,0.5365,12,0,1
0.6,0.2,0.697,0.595,11,1,0
0.58,0.19,0.6785,0.52,11,1,0
0.565,0.205,0.949,0.565,12,1,0
0.57,0.215,1.1565,0.558,9,1,0
0.61,0.235,1.232,0.612,14,1,0
0.65,0.25,0.8905,0.7975,14,1,0
0.105,0.035,0.0055,0.004,3,0,0
0.165,0.06,0.019,0.036,4,0,0
0.265,0.135,0.105,0.0605,7,0,0
0.255,0.08,0.0785,0.053,5,0,0
0.27,0.095,0.1325,0.0615,6,0,0
0.28,0.085,0.187,0.067,7,0,0
0.3,0.09,0.1225,0.0675,5,0,0
0.295,0.09,0.143,0.0765,5,0,0
0.29,0.11,0.188,0.0825,6,0,0
0.3,0.09,0.1185,0.08,7,0,0
0.31,0.095,0.1785,0.0855,8,0,0
0.29,0.09,0.112,0.0815,7,0,0
0.3,0.105,0.1455,0.0805,6,0,0
0.32,0.095,0.141,0.073,5,0,0
0.315,0.115,0.2015,0.103,9,0,1
0.34,0.105,0.2015,0.088,6,0,0
0.34,0.105,0.2385,0.1075,6,0,0
0.34,0.105,0.164,0.1015,5,0,0
0.32,0.12,0.2435,0.1025,8,0,1
0.365,0.11,0.213,0.1135,9,0,0
0.335,0.125,0.2165,0.11,6,0,1
0.335,0.135,0.274,0.1065,7,0,0
0.355,0.11,0.1975,0.125,8,0,0
0.345,0.14,0.229,0.116,9,0,0
0.35,0.125,0.19,0.1175,6,0,0
0.355,0.12,0.126,0.1365,6,0,0
0.37,0.125,0.347,0.142,8,0,1
0.365,0.115,0.2175,0.1165,7,0,0
0.365,0.115,0.281,0.1335,7,1,0
0.36,0.125,0.2795,0.147,7,0,0
0.38,0.12,0.2075,0.147,6,0,0
0.39,0.085,0.2945,0.198,8,0,1
0.37,0.13,0.2485,0.1555,6,0,1
0.38,0.12,0.2655,0.144,7,1,0
0.385,0.105,0.239,0.1555,9,0,1
0.38,0.135,0.361,0.161,9,1,0
0.395,0.125,0.2695,0.17,8,0,0
0.425,0.145,0.497,0.2185,8,0,1
0.4,0.125,0.25,0.17,7,0,0
0.4,0.125,0.254,0.149,8,0,1
0.4,0.14,0.3685,0.1735,8,0,1
0.43,0.13,0.346,0.189,9,0,0
0.4,0.125,0.398,0.175,8,0,1
0.41,0.14,0.3565,0.203,9,1,0
0.43,0.14,0.375,0.1945,8,1,0
0.425,0.16,0.343,0.215,9,0,1
0.43,0.15,0.453,0.22,8,1,0
0.435,0.15,0.4755,0.1835,9,1,0
0.445,0.15,0.504,0.249,8,0,1
0.465,0.15,0.595,0.238,9,0,1
0.46,0.165,0.4005,0.2385,8,0,1
0.46,0.175,0.65,0.3055,9,1,0
0.435,0.14,0.475,0.2095,9,1,0
0.455,0.15,0.4095,0.2335,8,0,1
0.44,0.15,0.387,0.245,8,0,1
0.465,0.15,0.613,0.2515,9,1,0
0.46,0.145,0.453,0.275,8,1,0
0.455,0.16,0.452,0.288,9,1,0
0.455,0.155,0.4365,0.25,8,0,1
0.465,0.2,0.6405,0.357,9,0,1
0.485,0.165,0.4535,0.2765,11,1,0
0.485,0.16,0.417,0.38,9,1,0
0.515,0.17,0.6,0.3315,9,1,0
0.485,0.17,0.5125,0.305,11,1,0
0.475,0.13,0.353,0.251,8,0,0
0.485,0.155,0.462,0.25,10,0,1
0.435,0.155,0.477,0.275,8,1,0
0.48,0.165,0.4815,0.312,9,0,1
0.52,0.175,0.691,0.3465,10,0,1
0.47,0.18,0.451,0.305,11,0,1
0.47,0.145,0.52,0.276,9,0,1
0.5,0.175,0.467,0.329,10,1,0
0.455,0.15,0.481,0.305,9,0,1
0.48,0.15,0.6605,0.31,11,0,1
0.49,0.225,0.6805,0.3245,10,1,0
0.505,0.145,0.505,0.315,10,1,0
0.51,0.185,0.544,0.377,8,0,1
0.515,0.205,0.6635,0.4025,9,1,0
0.515,0.175,0.7035,0.415,10,1,0
0.51,0.155,0.6405,0.43,11,0,1
0.505,0.165,0.55,0.335,11,1,0
0.545,0.175,0.59,0.495,10,1,0
0.515,0.175,0.677,0.4,10,0,1
0.5,0.16,0.702,0.3195,9,1,0
0.485,0.14,0.475,0.215,8,0,1
0.54,0.215,0.695,0.444,11,1,0
0.51,0.215,0.8885,0.4195,11,0,1
0.505,0.165,0.589,0.345,10,0,1
0.515,0.18,0.5945,0.395,10,1,0
0.545,0.2,0.833,0.41,11,0,1
0.51,0.175,0.651,0.345,10,0,1
0.5,0.19,0.616,0.415,10,0,1
0.5,0.185,0.7665,0.4685,12,1,0
0.515,0.17,0.8415,0.395,11,0,1
0.525,0.2,0.9165,0.461,12,0,1
0.55,0.17,0.7535,0.32,11,1,0
0.555,0.2,0.73,0.595,11,0,1
0.56,0.165,0.797,0.388,10,0,1
0.565,0.2,1.017,0.494,12,0,1
0.575,0.24,1.351,0.5015,13,0,1
0.57,0.18,0.9115,0.446,10,0,1
0.55,0.18,0.942,0.445,11,0,1
0.17,0.045,0.019,0.013,5,0,0
0.21,0.055,0.0415,0.0335,5,0,0
0.215,0.07,0.047,0.0405,6,0,0
0.23,0.085,0.05,0.0415,6,0,0
0.225,0.09,0.063,0.0415,6,0,0
0.255,0.08,0.079,0.05,5,0,0
0.26,0.075,0.09,0.055,5,0,0
0.27,0.075,0.079,0.054,6,0,0
0.26,0.09,0.0715,0.058,7,0,0
0.27,0.095,0.073,0.061,8,0,0
0.275,0.075,0.0985,0.066,7,0,0
0.265,0.075,0.083,0.055,7,0,0
0.27,0.085,0.0935,0.066,7,0,0
0.27,0.095,0.097,0.065,6,0,0
0.28,0.08,0.0935,0.07,7,0,0
0.285,0.095,0.0895,0.075,7,0,0
0.29,0.1,0.108,0.082,6,0,0
0.29,0.09,0.1,0.076,8,0,0
0.28,0.095,0.119,0.07,7,0,0
0.3,0.09,0.1525,0.0835,8,0,0
0.3,0.09,0.1065,0.08,7,0,0
0.285,0.1,0.1275,0.077,7,0,0
0.29,0.1,0.095,0.073,7,0,0
0.3,0.09,0.129,0.0955,8,0,0
0.3,0.09,0.141,0.075,8,0,0
0.325,0.1,0.139,0.0965,7,0,0
0.325,0.11,0.135,0.09,8,0,0
0.315,0.08,0.131,0.095,7,0,0
0.335,0.1,0.129,0.11,7,0,0
0.325,0.11,0.1595,0.105,6,0,0
0.34,0.095,0.1385,0.105,8,0,0
0.335,0.11,0.181,0.1345,7,0,0
0.36,0.115,0.2085,0.147,10,0,0
0.35,0.11,0.176,0.1205,7,0,0
0.355,0.11,0.2015,0.13,7,0,0
0.37,0.12,0.188,0.147,9,0,0
0.345,0.11,0.1825,0.12,8,0,0
0.355,0.125,0.21,0.155,8,0,0
0.36,0.145,0.2825,0.19,8,0,0
0.36,0.1,0.1965,0.112,7,0,1
0.36,0.125,0.205,0.125,8,0,0
0.37,0.125,0.179,0.175,9,0,0
0.37,0.12,0.251,0.15,8,0,0
0.355,0.16,0.221,0.239,8,0,1
0.375,0.13,0.2935,0.16,7,0,0
0.375,0.115,0.204,0.143,8,0,0
0.4,0.135,0.3035,0.169,8,0,0
0.37,0.125,0.2075,0.15,8,0,0
0.4,0.105,0.2505,0.19,8,0,0
0.4,0.12,0.261,0.1935,8,0,0
0.39,0.12,0.2455,0.173,8,0,0
0.375,0.14,0.2375,0.169,9,0,0
0.395,0.13,0.281,0.162,7,0,0
0.375,0.11,0.3005,0.15,6,1,0
0.36,0.125,0.1815,0.138,9,0,0
0.35,0.105,0.213,0.1275,10,0,0
0.395,0.125,0.32,0.17,8,0,0
0.39,0.125,0.238,0.185,8,0,0
0.41,0.145,0.2965,0.165,9,0,0
0.39,0.13,0.2355,0.1895,7,0,0
0.415,0.145,0.3525,0.2875,8,0,1
0.39,0.12,0.3115,0.178,9,0,0
0.38,0.135,0.261,0.175,8,0,0
0.4,0.14,0.305,0.169,7,0,0
0.4,0.155,0.282,0.225,9,0,1
0.42,0.12,0.2555,0.177,7,0,0
0.43,0.135,0.245,0.2135,10,0,0
0.4,0.145,0.1935,0.195,9,0,0
0.42,0.13,0.3745,0.249,11,0,0
0.4,0.13,0.2835,0.175,7,0,0
0.43,0.17,0.3725,0.24,9,0,0
0.425,0.14,0.32,0.25,9,0,0
0.43,0.14,0.3935,0.2295,9,0,0
0.455,0.14,0.419,0.269,10,0,1
0.42,0.14,0.2505,0.235,9,0,0
0.425,0.13,0.2955,0.225,10,0,0
0.425,0.135,0.3475,0.213,8,0,0
0.4,0.13,0.3285,0.18,9,0,0
0.375,0.12,0.2375,0.1725,8,0,0
0.42,0.125,0.358,0.22,8,0,0
0.435,0.14,0.327,0.259,10,0,1
0.425,0.15,0.269,0.217,9,0,0
0.42,0.135,0.3995,0.23,12,0,0
0.415,0.145,0.373,0.2215,8,0,0
0.425,0.15,0.339,0.21,8,0,0
0.395,0.13,0.222,0.17,9,0,0
0.435,0.14,0.3945,0.206,8,0,0
0.46,0.145,0.3845,0.2765,11,0,0
0.445,0.15,0.3685,0.236,10,0,0
0.44,0.13,0.349,0.2,8,0,0
0.425,0.135,0.3265,0.2645,10,0,1
0.42,0.155,0.31,0.231,9,0,0
0.44,0.15,0.435,0.27,9,1,0
0.44,0.125,0.3595,0.215,9,0,1
0.43,0.15,0.4245,0.219,10,0,1
0.45,0.135,0.3345,0.21,8,1,0
0.45,0.14,0.3385,0.245,9,0,1
0.435,0.17,0.4,0.25,9,0,0
0.43,0.145,0.354,0.2815,10,0,0
0.445,0.155,0.3705,0.28,9,0,0
0.445,0.145,0.306,0.1825,12,0,0
0.455,0.165,0.3765,0.268,8,0,1
0.425,0.135,0.364,0.239,10,0,0
0.47,0.155,0.509,0.34,10,1,0
0.45,0.125,0.3275,0.235,9,0,0
0.47,0.185,0.3745,0.355,10,0,1
0.465,0.195,0.417,0.47,8,1,0
0.445,0.17,0.3475,0.25,9,0,0
0.45,0.135,0.3615,0.254,10,0,0
0.435,0.15,0.4605,0.36,8,1,0
0.445,0.16,0.4005,0.239,9,0,1
0.44,0.16,0.483,0.275,13,0,1
0.435,0.15,0.428,0.23,8,1,0
0.46,0.155,0.469,0.295,10,0,1
0.43,0.13,0.365,0.2285,10,0,1
0.445,0.125,0.303,0.235,9,0,0
0.445,0.14,0.4305,0.253,10,1,0
0.49,0.165,0.559,0.309,10,0,1
0.45,0.145,0.428,0.265,10,0,0
0.46,0.145,0.419,0.26,11,0,0
0.435,0.15,0.4175,0.265,8,1,0
0.45,0.14,0.3965,0.217,10,0,1
0.45,0.145,0.463,0.2535,10,0,1
0.46,0.15,0.377,0.235,8,0,0
0.46,0.155,0.427,0.3,8,1,0
0.475,0.15,0.575,0.305,9,1,0
0.48,0.165,0.4135,0.2725,9,0,1
0.48,0.17,0.38,0.29,8,0,0
0.48,0.18,0.4495,0.325,10,1,0
0.47,0.165,0.504,0.275,9,0,1
0.47,0.16,0.5625,0.2635,10,0,1
0.455,0.145,0.468,0.275,9,1,0
0.475,0.145,0.3835,0.27,8,0,1
0.47,0.145,0.379,0.22,9,0,0
0.48,0.14,0.4735,0.24,8,1,0
0.47,0.155,0.393,0.3345,9,1,0
0.505,0.18,0.7285,0.431,11,1,0
0.475,0.155,0.4565,0.266,10,0,1
0.465,0.16,0.4835,0.28,10,1,0
0.485,0.15,0.6025,0.3085,12,1,0
0.47,0.16,0.449,0.2945,9,0,1
0.475,0.16,0.3835,0.379,10,1,0
0.465,0.125,0.436,0.26,9,0,0
0.47,0.17,0.5225,0.31,9,0,1
0.485,0.18,0.5735,0.355,7,1,0
0.47,0.16,0.473,0.28,10,0,1
0.475,0.175,0.6035,0.311,9,0,1
0.485,0.18,0.4935,0.315,12,0,0
0.515,0.155,0.6685,0.335,12,1,0
0.515,0.175,0.535,0.395,13,0,1
0.54,0.165,0.4995,0.357,11,1,0
0.49,0.16,0.446,0.305,11,0,0
0.48,0.18,0.582,0.313,12,1,0
0.47,0.14,0.3595,0.295,9,0,0
0.45,0.135,0.358,0.2965,10,0,0
0.48,0.15,0.6285,0.309,12,0,1
0.48,0.175,0.464,0.3,9,1,0
0.49,0.165,0.4895,0.3325,11,0,1
0.475,0.16,0.5005,0.3105,10,0,1
0.5,0.17,0.4645,0.354,9,0,1
0.47,0.155,0.643,0.3145,12,0,0
0.485,0.175,0.6765,0.3705,10,1,0
0.485,0.15,0.438,0.278,9,0,0
0.505,0.17,0.4615,0.3,9,0,1
0.5,0.18,0.514,0.3995,8,1,0
0.49,0.17,0.5255,0.339,11,0,1
0.485,0.165,0.6565,0.3035,10,0,1
0.495,0.175,0.605,0.328,11,0,1
0.5,0.165,0.715,0.3615,13,0,0
0.5,0.17,0.611,0.418,12,0,1
0.49,0.175,0.5805,0.305,10,1,0
0.49,0.17,0.5385,0.38,9,1,0
0.505,0.165,0.5215,0.36,10,1,0
0.515,0.18,0.5475,0.3685,10,0,1
0.525,0.185,0.763,0.4435,11,0,1
0.505,0.15,0.519,0.335,10,0,1
0.5,0.175,0.5645,0.386,12,0,1
0.5,0.19,0.741,0.3845,14,0,1
0.51,0.19,0.605,0.48,9,0,1
0.51,0.195,0.5885,0.3745,10,0,1
0.51,0.16,0.6665,0.317,9,0,1
0.51,0.16,0.5815,0.315,9,1,0
0.5,0.175,0.554,0.415,10,0,1
0.51,0.19,0.573,0.36,10,1,0
0.485,0.15,0.5695,0.33,9,0,1
0.48,0.19,0.6925,0.35,12,1,0
0.495,0.155,0.615,0.335,9,1,0
0.505,0.19,0.59,0.391,11,0,1
0.525,0.185,0.665,0.378,11,0,1
0.51,0.16,0.6385,0.3665,9,0,1
0.55,0.18,0.586,0.365,10,0,1
0.51,0.15,0.4795,0.305,9,1,0
0.505,0.19,0.5935,0.425,12,1,0
0.505,0.195,0.688,0.363,11,1,0
0.5,0.165,0.667,0.341,9,0,1
0.535,0.175,0.711,0.415,12,1,0
0.53,0.195,0.6505,0.495,10,0,1
0.51,0.165,0.7685,0.3925,14,0,1
0.525,0.175,0.6635,0.353,11,0,1
0.505,0.16,0.6145,0.3665,11,0,1
0.505,0.16,0.631,0.32,11,1,0
0.52,0.175,0.606,0.395,12,0,1
0.5,0.175,0.6075,0.315,9,0,1
0.505,0.16,0.6255,0.308,12,0,1
0.52,0.165,0.711,0.3,11,0,1
0.52,0.19,0.5235,0.4275,13,1,0
0.55,0.155,0.858,0.354,10,1,0
0.54,0.195,0.74,0.465,11,1,0
0.525,0.16,0.572,0.3545,13,0,1
0.51,0.195,0.6045,0.3965,10,1,0
0.52,0.195,0.592,0.4125,10,0,1
0.51,0.2,0.714,0.4705,11,1,0
0.52,0.15,0.7185,0.32,11,0,1
0.565,0.175,0.7775,0.438,11,1,0
0.55,0.2,0.687,0.46,12,1,0
0.565,0.175,0.8445,0.54,10,0,1
0.535,0.175,0.6805,0.512,15,1,0
0.545,0.17,0.6435,0.265,11,1,0
0.575,0.215,0.9895,0.502,11,0,1
0.57,0.195,0.9925,0.48,12,1,0
0.54,0.205,0.802,0.435,10,1,0
0.56,0.22,0.9215,0.566,11,0,1
0.57,0.2,0.919,0.485,10,0,1
0.55,0.205,1.1455,0.511,13,0,1
0.525,0.18,0.631,0.435,7,1,0
0.565,0.21,1.03,0.503,14,1,0
0.56,0.19,0.799,0.5655,11,1,0
0.59,0.215,0.7275,0.557,11,0,1
0.565,0.205,0.9655,0.482,12,1,0
0.565,0.215,0.7735,0.575,11,1,0
0.595,0.205,1.083,0.63,12,0,1
0.62,0.195,1.1155,0.642,12,0,1
0.63,0.25,1.3485,0.578,12,0,1
0.175,0.09,0.096,0.0705,5,0,0
0.245,0.1,0.166,0.1125,6,0,0
0.27,0.135,0.272,0.1675,7,1,0
0.28,0.125,0.3035,0.143,7,0,1
0.3,0.12,0.259,0.1645,8,0,0
0.32,0.12,0.199,0.117,7,0,1
0.335,0.105,0.229,0.1,6,0,0
0.325,0.135,0.4005,0.211,8,0,0
0.345,0.11,0.207,0.1215,8,0,0
0.325,0.14,0.362,0.209,10,0,0
0.36,0.115,0.295,0.12,7,0,1
0.365,0.105,0.195,0.182,8,0,0
0.37,0.155,0.419,0.2365,9,0,1
0.345,0.16,0.3085,0.319,9,0,0
0.355,0.16,0.3485,0.2825,8,1,0
0.37,0.15,0.494,0.296,9,0,1
0.35,0.155,0.4185,0.273,9,0,1
0.395,0.135,0.472,0.252,8,0,1
0.365,0.17,0.438,0.276,10,0,1
0.38,0.125,0.303,0.159,7,0,1
0.41,0.14,0.3495,0.2105,8,0,1
0.425,0.135,0.3765,0.1795,8,1,0
0.385,0.18,0.4955,0.304,8,0,0
0.42,0.165,0.4235,0.228,8,0,0
0.415,0.2,0.567,0.403,10,1,0
0.385,0.15,0.5425,0.2845,9,1,0
0.38,0.165,0.543,0.3345,10,1,0
0.42,0.16,0.6325,0.344,10,0,1
0.455,0.175,0.4805,0.29,9,0,1
0.44,0.185,0.5075,0.2485,10,0,1
0.45,0.13,0.403,0.213,10,0,0
0.43,0.17,0.6535,0.4155,10,1,0
0.455,0.145,0.3945,0.258,10,0,1
0.45,0.15,0.3975,0.253,8,0,0
0.495,0.175,0.6195,0.3285,11,0,1
0.465,0.165,0.4975,0.251,9,0,1
0.475,0.175,0.5575,0.343,9,0,1
0.475,0.15,0.575,0.297,10,0,1
0.475,0.15,0.5195,0.3005,11,1,0
0.455,0.145,0.5045,0.315,10,1,0
0.47,0.145,0.511,0.2565,10,0,1
0.495,0.175,0.5815,0.3185,9,0,1
0.49,0.185,0.5275,0.344,11,0,1
0.495,0.195,0.445,0.3475,11,0,1
0.475,0.15,0.533,0.291,10,1,0
0.475,0.14,0.4895,0.31,8,1,0
0.5,0.16,0.672,0.315,9,0,1
0.525,0.19,0.777,0.3965,11,0,1
0.485,0.16,0.5715,0.3075,10,0,1
0.52,0.2,0.713,0.466,9,1,0
0.545,0.19,0.6325,0.378,10,0,1
0.515,0.185,0.5595,0.4375,11,1,0
0.53,0.175,0.6775,0.389,10,1,0
0.535,0.175,0.7175,0.4215,9,1,0
0.55,0.185,0.805,0.3965,10,1,0
0.53,0.19,0.7625,0.455,11,0,1
0.545,0.18,0.6075,0.4645,13,1,0
0.55,0.195,1.0715,0.5015,9,1,0
0.56,0.18,0.691,0.4425,11,0,1
0.575,0.21,0.9285,0.643,11,0,1
0.135,0.04,0.0105,0.009,5,0,0
0.18,0.055,0.0235,0.018,4,0,0
0.215,0.075,0.0565,0.036,7,0,0
0.26,0.085,0.0815,0.06,6,0,0
0.265,0.08,0.09,0.06,7,0,0
0.27,0.085,0.0815,0.065,6,0,0
0.275,0.085,0.098,0.075,7,0,0
0.27,0.075,0.095,0.07,6,0,0
0.31,0.105,0.1185,0.081,8,0,0
0.3,0.09,0.103,0.11,6,0,0
0.315,0.095,0.114,0.11,7,0,0
0.335,0.105,0.1405,0.105,7,0,0
0.31,0.09,0.1245,0.085,6,0,0
0.31,0.1,0.114,0.0975,6,0,0
0.31,0.095,0.1125,0.115,8,0,0
0.325,0.1,0.1675,0.1135,11,0,0
0.34,0.1,0.1395,0.12,8,0,0
0.335,0.1,0.135,0.098,7,0,0
0.33,0.11,0.1515,0.11,7,0,0
0.33,0.105,0.156,0.105,8,0,0
0.345,0.12,0.13,0.1185,7,0,0
